<<<<<<< HEAD
var1,var2
51.16838387306909,61.2870990093146
51.05418102337692,61.66323532853983
51.145263110380355,60.47587596676287
49.42253199894044,59.75294214783534
52.002482730292826,61.74102654213611
50.066700870930184,60.40857363185554
51.866851844706865,61.83644086737683
48.649097313969285,58.96557767048501
50.02098358635424,60.688742393883935
51.24991457096922,61.25355961612767
49.2847578127772,59.793537131253245
49.24731103178226,58.65309401420827
49.061461296393105,58.7006590761751
48.94748672066126,59.70709557635535
49.5628404668196,59.751534453331566
50.33117917295898,59.30506776274212
47.98578950207928,57.30377077603809
50.21198043337229,60.11158992557773
51.23667504641657,61.66956474858382
52.037574018240434,61.98663239038282
51.301175992200584,61.61326972821091
50.75677476379596,61.236277452689876
48.27326960088567,59.10879701531714
49.39849329199322,59.4265016586307
49.64795354341738,59.62196259032693
50.70352390275689,59.82690522318576
49.89432866599623,59.94399246304014
48.74135137193983,58.45542634299205
51.684435708094114,61.19743091669207
50.911391291795965,60.821438176272196
=======
"","var1","var2"
"1",51.1683838730691,61.2870990093146
"2",51.0541810233769,61.6632353285398
"3",51.1452631103804,60.4758759667629
"4",49.4225319989404,59.7529421478353
"5",52.0024827302928,61.7410265421361
"6",50.0667008709302,60.4085736318555
"7",51.8668518447069,61.8364408673768
"8",48.6490973139693,58.965577670485
"9",50.0209835863542,60.6887423938839
"10",51.2499145709692,61.2535596161277
"11",49.2847578127772,59.7935371312532
"12",49.2473110317823,58.6530940142083
"13",49.0614612963931,58.7006590761751
"14",48.9474867206613,59.7070955763553
"15",49.5628404668196,59.7515344533316
"16",50.331179172959,59.3050677627421
"17",47.9857895020793,57.3037707760381
"18",50.2119804333723,60.1115899255777
"19",51.2366750464166,61.6695647485838
"20",52.0375740182404,61.9866323903828
"21",51.3011759922006,61.6132697282109
"22",50.756774763796,61.2362774526899
"23",48.2732696008857,59.1087970153171
"24",49.3984932919932,59.4265016586307
"25",49.6479535434174,59.6219625903269
"26",50.7035239027569,59.8269052231858
"27",49.8943286659962,59.9439924630401
"28",48.7413513719398,58.455426342992
"29",51.6844357080941,61.1974309166921
"30",50.911391291796,60.8214381762722
>>>>>>> 78ad739ba68ebfdde1c249fe912b2954e83f44fe
